ID,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),CO2 Emissions(g/km)
4355,VOLVO,S60 CC T5 AWD,COMPACT,2,4,AS8,X,10.8,7.8,220
4356,VOLVO,S90 T5,MID-SIZE,2,4,AS8,Z,10.1,7,204
4357,VOLVO,S90 T6 AWD,MID-SIZE,2,4,AS8,Z,10.8,7.6,219
4358,VOLVO,V60 T5,STATION WAGON - SMALL,2,4,AS8,X,9.6,7,198
4359,VOLVO,V60 T5 AWD,STATION WAGON - SMALL,2,4,AS8,X,10.7,7.8,219
4360,VOLVO,V60 T6 AWD,STATION WAGON - SMALL,2,4,AS8,Z,10.9,7.7,221
4361,VOLVO,V60 POLESTAR,STATION WAGON - SMALL,2,4,AS8,Z,11.8,8.5,241
4362,VOLVO,V60 CC T5 AWD,STATION WAGON - SMALL,2,4,AS8,X,10.8,7.8,220
4363,VOLVO,V90 T5,STATION WAGON - MID-SIZE,2,4,AS8,Z,10.1,7,204
4364,VOLVO,V90 T6 AWD,STATION WAGON - MID-SIZE,2,4,AS8,Z,10.8,7.6,219
4365,VOLVO,V90 CC T6 AWD,STATION WAGON - MID-SIZE,2,4,AS8,Z,10.7,7.9,221
4366,VOLVO,XC60 T5,SUV - SMALL,2,4,AS8,X,10.4,7.8,216
4367,VOLVO,XC60 T5 AWD,SUV - SMALL,2,4,AS8,X,11.3,8.4,233
4368,VOLVO,XC60 T6 AWD,SUV - SMALL,2,4,AS8,Z,11.7,8.7,244
4369,VOLVO,XC90 T5,SUV - STANDARD,2,4,AS8,Z,10.6,9.1,232
4370,VOLVO,XC90 T5 AWD,SUV - STANDARD,2,4,AS8,Z,10.8,9.5,239
4371,VOLVO,XC90 T6 AWD,SUV - STANDARD,2,4,AS8,Z,11.5,9.6,249
4372,ACURA,ILX,COMPACT,2.4,4,AM8,Z,9.4,6.8,192
4373,ACURA,MDX SH-AWD,SUV - SMALL,3.5,6,AS9,Z,12.6,9,259
4374,ACURA,MDX SH-AWD ELITE,SUV - SMALL,3.5,6,AS9,Z,12.2,9,251
4375,ACURA,MDX HYBRID AWD,SUV - SMALL,3,6,AM7,Z,9.1,9,210
4376,ACURA,NSX,TWO-SEATER,3.5,6,AM9,Z,11.1,10.8,261
4377,ACURA,RDX AWD,SUV - SMALL,3.5,6,AS6,Z,12.4,8.7,250
4378,ACURA,RLX HYBRID,MID-SIZE,3.5,6,AM7,Z,8.4,8.2,196
4379,ACURA,TLX,COMPACT,2.4,4,AM8,Z,10,7.1,205
4380,ACURA,TLX A-SPEC,COMPACT,2.4,4,AM8,Z,10.2,7.4,209
4381,ACURA,TLX SH-AWD,COMPACT,3.5,6,AS9,Z,11.4,7.7,228
4382,ACURA,TLX SH-AWD A-SPEC,COMPACT,3.5,6,AS9,Z,12,8.2,240
4383,ALFA ROMEO,4C COUPE,TWO-SEATER,1.8,4,AM6,Z,9.7,6.9,197
4384,ALFA ROMEO,4C SPIDER,TWO-SEATER,1.8,4,AM6,Z,9.7,6.9,197
4385,ALFA ROMEO,GIULIA,MID-SIZE,2,4,A8,Z,10,7.2,205
4386,ALFA ROMEO,GIULIA AWD,MID-SIZE,2,4,A8,Z,10.5,7.7,217
4387,ALFA ROMEO,GIULIA QUADRIFOGLIO,MID-SIZE,2.9,6,A8,Z,13.8,9.6,280
4388,ALFA ROMEO,STELVIO AWD,SUV - SMALL,2,4,A8,Z,10.8,8.3,226
4389,ALFA ROMEO,STELVIO QUADRIFOGLIO,SUV - SMALL,2.9,6,A8,Z,14.1,10.4,292
4390,ASTON MARTIN,DB11 V8,MINICOMPACT,4,8,A8,Z,13,9.8,271
4391,ASTON MARTIN,DB11 V12,MINICOMPACT,5.2,12,A8,Z,15.5,11.4,322
4392,ASTON MARTIN,RAPIDE S,SUBCOMPACT,6,12,A8,Z,16.7,10.9,332
4393,ASTON MARTIN,VANQUISH,MINICOMPACT,6,12,A8,Z,17.5,11.4,346
4394,AUDI,A3,SUBCOMPACT,2,4,AM7,X,9.1,6.8,188
4395,AUDI,A3 QUATTRO,SUBCOMPACT,2,4,AM6,X,9.7,7.5,205
4396,AUDI,A3 CABRIOLET QUATTRO,SUBCOMPACT,2,4,AM6,X,10.8,8,223
4397,AUDI,A4,COMPACT,2,4,AM7,Z,8.6,6.4,177
4398,AUDI,A4 QUATTRO,COMPACT,2,4,AM7,Z,10,7,203
4399,AUDI,A4 QUATTRO,COMPACT,2,4,M6,Z,9.9,7.1,204
4400,AUDI,A4 ALLROAD QUATTRO,STATION WAGON - SMALL,2,4,AM7,Z,10.5,7.9,217
4401,AUDI,A5 QUATTRO,SUBCOMPACT,2,4,AM7,Z,10,7,203
4402,AUDI,A5 QUATTRO,SUBCOMPACT,2,4,M6,Z,9.9,7.1,204
4403,AUDI,A5 CABRIOLET QUATTRO,SUBCOMPACT,2,4,AM7,Z,10,7,203
4404,AUDI,A5 SPORTBACK QUATTRO,MID-SIZE,2,4,AM7,Z,10,7,203
4405,AUDI,A6 QUATTRO,MID-SIZE,2,4,AS8,Z,10.6,7.5,216
4406,AUDI,A6 QUATTRO,MID-SIZE,3,6,AS8,Z,11.5,8.2,235
4407,AUDI,A7 QUATTRO,MID-SIZE,3,6,AS8,Z,11.5,8.2,235
4408,AUDI,A8,FULL-SIZE,3,6,AS8,Z,12.6,8,247
4409,AUDI,A8,FULL-SIZE,4,8,AS8,Z,15.1,9.1,290
4410,AUDI,A8L,FULL-SIZE,4,8,AS8,Z,15.1,9.1,290
4411,AUDI,Q3,COMPACT,2,4,AS6,Z,11.6,8.3,236
4412,AUDI,Q3 QUATTRO,COMPACT,2,4,AS6,Z,11.9,8.4,240
4413,AUDI,Q5,SUV - SMALL,2,4,AS7,Z,10.4,8.6,226
4414,AUDI,Q7,SUV - STANDARD,2,4,AS8,Z,12.2,9.5,258
4415,AUDI,Q7,SUV - STANDARD,3,6,AS8,Z,12.6,9.4,260
4416,AUDI,R8,TWO-SEATER,5.2,10,AM7,Z,16,9.5,304
4417,AUDI,R8 QUATTRO,TWO-SEATER,5.2,10,AM7,Z,17.1,11.3,338
4418,AUDI,R8 SPYDER,TWO-SEATER,5.2,10,AM7,Z,17.1,11.3,338
4419,AUDI,RS 3,SUBCOMPACT,2.5,5,AM7,Z,12.4,8.3,248
4420,AUDI,RS 5,SUBCOMPACT,2.9,6,AM8,Z,12.9,8.9,260
4421,AUDI,RS 7,MID-SIZE,4,8,AS8,Z,17,9.6,318
4422,AUDI,S3,SUBCOMPACT,2,4,AM7,Z,10.6,8.3,223
4423,AUDI,S4,COMPACT,3,6,AM8,Z,11.5,8,232
4424,AUDI,S5,SUBCOMPACT,3,6,AM8,Z,11.5,8,232
4425,AUDI,S5 CABRIOLET,SUBCOMPACT,3,6,AM8,Z,11.9,8.1,239
4426,AUDI,S5 SPORTBACK,MID-SIZE,3,6,AM8,Z,11.5,8,232
4427,AUDI,S6,MID-SIZE,4,8,AM7,Z,15,10,298
4428,AUDI,S7,MID-SIZE,4,8,AM7,Z,15,10,298
4429,AUDI,S8,MID-SIZE,4,8,AS8,Z,16.2,9.9,313
4430,AUDI,SQ5,SUV - SMALL,3,6,AM8,Z,12.7,10,270
4431,AUDI,TT COUPE QUATTRO,SUBCOMPACT,2,4,AM6,X,10.1,7.8,209
4432,AUDI,TT ROADSTER QUATTRO,TWO-SEATER,2,4,AM6,X,10.1,7.8,209
4433,AUDI,TT RS,SUBCOMPACT,2.5,5,AM7,Z,12.3,8.2,245
4434,AUDI,TTS COUPE,SUBCOMPACT,2,4,AM6,Z,10.3,8.6,222
4435,BENTLEY,BENTAYGA,SUV - STANDARD,6,12,AS8,Z,18.8,12.2,370
4436,BENTLEY,CONTINENTAL GT CONVERTIBLE,COMPACT,6,12,AS8,Z,20.4,12,389
4437,BENTLEY,CONTINENTAL SUPERSPORTS,COMPACT,6,12,AS8,Z,20.4,12,389
4438,BENTLEY,FLYING SPUR,MID-SIZE,4,8,AS8,Z,18.8,10.7,353
4439,BENTLEY,FLYING SPUR,MID-SIZE,6,12,AS8,Z,20.4,12,389
4440,BENTLEY,MULSANNE,MID-SIZE,6.8,8,AS8,Z,20.9,13,405
4441,BMW,230i COUPE,SUBCOMPACT,2,4,AS8,Z,9.8,6.8,197
4442,BMW,230i COUPE,SUBCOMPACT,2,4,M6,Z,11.1,7.3,219
4443,BMW,230i xDRIVE CABRIOLET,SUBCOMPACT,2,4,AS8,Z,10.2,7.2,208
4444,BMW,230i xDRIVE COUPE,SUBCOMPACT,2,4,AS8,Z,9.9,7.1,202
4445,BMW,328d xDRIVE,COMPACT,2,4,AS8,D,7.8,5.9,184
4446,BMW,328d xDRIVE TOURING,STATION WAGON - SMALL,2,4,AS8,D,7.8,5.9,184
4447,BMW,330i xDRIVE,COMPACT,2,4,AS8,Z,10.2,7.2,208
4448,BMW,330i xDRIVE GRAN TURISMO,FULL-SIZE,2,4,AS8,Z,10.2,7.2,208
4449,BMW,330i xDRIVE TOURING,STATION WAGON - SMALL,2,4,AS8,Z,10.2,7.2,208
4450,BMW,340i,COMPACT,3,6,AS8,Z,9.2,6.2,183
4451,BMW,340i,COMPACT,3,6,M6,Z,12.1,8.1,240
4452,BMW,340i xDRIVE,COMPACT,3,6,AS8,Z,11.1,7.5,223
4453,BMW,340i xDRIVE,COMPACT,3,6,M6,Z,12.2,8.4,245
4454,BMW,340i xDRIVE GRAN TURISMO,FULL-SIZE,3,6,AS8,Z,11.8,7.9,235
4455,BMW,430i xDRIVE CABRIOLET,SUBCOMPACT,2,4,AS8,Z,10.7,7.3,214
4456,BMW,430i xDRIVE COUPE,COMPACT,2,4,AS8,Z,10.2,7.2,208
4457,BMW,430i xDRIVE GRAN COUPE,COMPACT,2,4,AS8,Z,10.2,7.2,208
4458,BMW,440i COUPE,COMPACT,3,6,AS8,Z,9.2,6.2,183
4459,BMW,440i COUPE,COMPACT,3,6,M6,Z,12.1,8.1,240
4460,BMW,440i xDRIVE CABRIOLET,SUBCOMPACT,3,6,AS8,Z,11.8,7.9,235
4461,BMW,440i xDRIVE COUPE,COMPACT,3,6,AS8,Z,11.1,7.5,223
4462,BMW,440i xDRIVE COUPE,COMPACT,3,6,M6,Z,12.2,8.4,245
4463,BMW,440i xDRIVE GRAN COUPE,COMPACT,3,6,AS8,Z,11.1,7.5,223
4464,BMW,530i xDRIVE,MID-SIZE,2,4,AS8,Z,10.2,7.2,208
4465,BMW,540i xDRIVE,MID-SIZE,3,6,AS8,Z,11.6,8.1,236
4466,BMW,640i xDRIVE CABRIOLET,SUBCOMPACT,3,6,AS8,Z,12.3,8.4,248
4467,BMW,640i xDRIVE GRAN COUPE,COMPACT,3,6,AS8,Z,12.3,8.4,248
4468,BMW,640i xDRIVE GRAN TURISMO,FULL-SIZE,3,6,AS8,Z,11.9,8.4,241
4469,BMW,650i xDRIVE CABRIOLET,SUBCOMPACT,4.4,8,AS8,Z,14.7,9.6,292
4470,BMW,650i xDRIVE COUPE,SUBCOMPACT,4.4,8,AS8,Z,14,10,286
4471,BMW,650i xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Z,14.7,9.6,292
4472,BMW,750i xDRIVE,FULL-SIZE,4.4,8,AS8,Z,14.7,9.6,292
4473,BMW,750i xDRIVE SWB,FULL-SIZE,4.4,8,AS8,Z,14.3,9.4,283
4474,BMW,ALPINA B6 xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Z,14.7,9.6,292
4475,BMW,M2,SUBCOMPACT,3,6,AM7,Z,11.8,8.9,245
4476,BMW,M2,SUBCOMPACT,3,6,M6,Z,13.1,9.2,267
4477,BMW,M240i CABRIOLET,SUBCOMPACT,3,6,AS8,Z,10.9,7.7,222
4478,BMW,M240i CABRIOLET,SUBCOMPACT,3,6,M6,Z,12.7,8.7,255
4479,BMW,M240i COUPE,SUBCOMPACT,3,6,AS8,Z,10.9,7.7,222
4480,BMW,M240i COUPE,SUBCOMPACT,3,6,M6,Z,12.5,8.4,249
4481,BMW,M240i xDRIVE CABRIOLET,SUBCOMPACT,3,6,AS8,Z,11.2,7.8,227
4482,BMW,M240i xDRIVE COUPE,SUBCOMPACT,3,6,AS8,Z,11.2,7.8,227
4483,BMW,M3,COMPACT,3,6,AM7,Z,13.5,9.9,280
4484,BMW,M3,COMPACT,3,6,M6,Z,13.5,9.3,273
4485,BMW,M4 CABRIOLET,SUBCOMPACT,3,6,AM7,Z,14.5,10.5,299
4486,BMW,M4 CABRIOLET,SUBCOMPACT,3,6,M6,Z,13.8,9.4,280
4487,BMW,M4 COUPE,COMPACT,3,6,AM7,Z,13.5,9.9,280
4488,BMW,M4 COUPE,COMPACT,3,6,M6,Z,13.5,9.3,273
4489,BMW,M550i xDRIVE,MID-SIZE,4.4,8,AS8,Z,14.3,9.4,283
4490,BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8,AM7,Z,17.3,11.6,344
4491,BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8,M6,Z,16.2,10.9,324
4492,BMW,M6 COUPE,SUBCOMPACT,4.4,8,AM7,Z,17.3,11.6,344
4493,BMW,M6 COUPE,SUBCOMPACT,4.4,8,M6,Z,16.2,10.9,324
4494,BMW,M6 GRAN COUPE,COMPACT,4.4,8,AM7,Z,17.3,11.6,344
4495,BMW,M6 GRAN COUPE,COMPACT,4.4,8,M6,Z,16.2,10.9,324
4496,BMW,M760i xDRIVE,FULL-SIZE,6.6,12,AS8,Z,17.7,11.9,355
4497,BMW,X1 xDRIVE28i,SUV - SMALL,2,4,AS8,Z,10.7,7.5,217
4498,BMW,X2 xDRIVE28i,SUV - SMALL,2,4,AS8,Z,11,7.7,222
4499,BMW,X3 xDRIVE30i,SUV - SMALL,2,4,AS8,Z,10.8,8,223
4500,BMW,X3 M40i,SUV - SMALL,3,6,AS8,Z,11.7,8.6,241
4501,BMW,X4 xDRIVE28i,SUV - SMALL,2,4,AS8,Z,11.8,8.6,240
4502,BMW,X4 M40i,SUV - SMALL,3,6,AS8,Z,12.9,9.5,266
4503,BMW,X5 xDRIVE35d,SUV - STANDARD,3,6,AS8,D,10.3,8,246
4504,BMW,X5 xDRIVE35i,SUV - STANDARD,3,6,AS8,Z,13,9.8,270
4505,BMW,X5 xDRIVE50i,SUV - STANDARD,4.4,8,AS8,Z,15.4,11.2,317
4506,BMW,X5 M,SUV - STANDARD,4.4,8,AS8,Z,16.6,12.1,341
4507,BMW,X6 xDRIVE35i,SUV - STANDARD,3,6,AS8,Z,13,9.8,270
4508,BMW,X6 xDRIVE50i,SUV - STANDARD,4.4,8,AS8,Z,15.4,11.2,317
4509,BMW,X6 M,SUV - STANDARD,4.4,8,AS8,Z,16.6,12.1,341
4510,BUGATTI,CHIRON,TWO-SEATER,8,16,AM7,Z,26.8,16.6,522
4511,BUICK,ENCLAVE,SUV - STANDARD,3.6,6,AS9,X,12.9,9,263
4512,BUICK,ENCLAVE AWD,SUV - STANDARD,3.6,6,AS9,X,13.8,9.4,277
4513,BUICK,ENCORE,SUV - SMALL,1.4,4,AS6,X,9.3,7.2,194
4514,BUICK,ENCORE (SIDI with Stop/Start),SUV - SMALL,1.4,4,AS6,X,8.6,7.1,185
4515,BUICK,ENCORE AWD,SUV - SMALL,1.4,4,AS6,X,9.9,7.8,210
4516,BUICK,ENCORE AWD (SIDI with Stop/Start),SUV - SMALL,1.4,4,AS6,X,9,7.6,196
4517,BUICK,ENVISION AWD,SUV - SMALL,2,4,A6,Z,11.8,9.1,248
4518,BUICK,ENVISION AWD,SUV - SMALL,2.5,4,A6,X,11.1,8.6,234
4519,BUICK,LACROSSE,MID-SIZE,3.6,6,AS9,X,11.3,7.9,228
4520,BUICK,LACROSSE eASSIST,MID-SIZE,2.5,4,A6,X,9.3,6.7,190
4521,BUICK,LACROSSE AWD,MID-SIZE,3.6,6,AS9,X,11.8,8,237
4522,BUICK,REGAL,FULL-SIZE,2,4,AS9,Z,10.7,7.4,217
4523,BUICK,REGAL AWD,FULL-SIZE,2,4,AS8,Z,11,8,227
4524,BUICK,REGAL AWD,FULL-SIZE,3.6,6,AS9,X,12.4,8.7,250
4525,CADILLAC,ATS,COMPACT,2,4,AS8,Z,10.5,7.7,216
4526,CADILLAC,ATS,COMPACT,2,4,M6,Z,12,8.2,240
4527,CADILLAC,ATS,COMPACT,3.6,6,AS8,X,11.6,8,234
4528,CADILLAC,ATS AWD,COMPACT,2,4,AS8,Z,10.8,7.9,222
4529,CADILLAC,ATS AWD,COMPACT,3.6,6,AS8,X,12.1,8.6,247
4530,CADILLAC,ATS-V,COMPACT,3.6,6,AS8,Z,13.9,9.4,291
4531,CADILLAC,ATS-V,COMPACT,3.6,6,M6,Z,14.4,10.4,295
4532,CADILLAC,CT6,FULL-SIZE,2,4,AS8,Z,11,7.8,224
4533,CADILLAC,CT6 AWD,FULL-SIZE,3,6,AS8,Z,13,9.1,263
4534,CADILLAC,CT6 AWD,FULL-SIZE,3.6,6,AS8,X,13,8.9,261
4535,CADILLAC,CTS,MID-SIZE,2,4,AS8,Z,11,7.8,224
4536,CADILLAC,CTS,MID-SIZE,3.6,6,AS8,X,11.6,8,234
4537,CADILLAC,CTS AWD,MID-SIZE,2,4,AS8,Z,11.2,8.2,229
4538,CADILLAC,CTS AWD,MID-SIZE,3.6,6,AS8,X,12.1,8.6,247
4539,CADILLAC,CTS Vsport,MID-SIZE,3.6,6,AS8,Z,15,9.9,311
4540,CADILLAC,CTS-V,MID-SIZE,6.2,8,AS8,Z,16.5,11.1,329
4541,CADILLAC,ESCALADE 4WD,SUV - STANDARD,6.2,8,A10,Z,16.6,10.9,329
4542,CADILLAC,XT5,SUV - SMALL,3.6,6,AS8,X,12.1,8.9,250
4543,CADILLAC,XT5 AWD,SUV - SMALL,3.6,6,AS8,X,12.8,9.3,263
4544,CADILLAC,XTS,FULL-SIZE,3.6,6,AS6,X,13.2,8.5,260
4545,CADILLAC,XTS AWD,FULL-SIZE,3.6,6,AS6,X,13.7,9,272
4546,CADILLAC,XTS Vsport AWD,FULL-SIZE,3.6,6,AS6,Z,15,10.2,302
4547,CHEVROLET,CAMARO,SUBCOMPACT,2,4,AS8,Z,10.8,7.6,220
4548,CHEVROLET,CAMARO,SUBCOMPACT,2,4,M6,Z,11.9,7.9,235
4549,CHEVROLET,CAMARO,SUBCOMPACT,3.6,6,AS8,X,12.3,8.2,246
4550,CHEVROLET,CAMARO,SUBCOMPACT,3.6,6,M6,X,14.4,8.4,274
4551,CHEVROLET,CAMARO SS,SUBCOMPACT,6.2,8,AS8,Z,14.2,8.7,273
4552,CHEVROLET,CAMARO SS,SUBCOMPACT,6.2,8,M6,Z,14.3,9.4,284
4553,CHEVROLET,CAMARO ZL1,SUBCOMPACT,6.2,8,AS10,Z,18.8,11.3,361
4554,CHEVROLET,CAMARO ZL1,SUBCOMPACT,6.2,8,M6,Z,17.1,12,348
4555,CHEVROLET,CITY EXPRESS,SPECIAL PURPOSE VEHICLE,2,4,AV,X,9.8,8.8,218
4556,CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.1,9.2,253
4557,CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,M6,X,11.9,9.2,251
4558,CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.8,4,A6,D,10.8,8,257
4559,CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,3.6,6,A8,X,13.4,9.6,274
4560,CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.6,9.8,266
4561,CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.1,8.3,279
4562,CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,14.1,10,288
4563,CHEVROLET,COLORADO ZR2 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.5,10.7,315
4564,CHEVROLET,COLORADO ZR2 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,15,13,331
4565,CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,AS8,Z,15.5,9.2,297
4566,CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,M7,Z,14.2,9,278
4567,CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,AS8,Z,17.6,10.3,336
4568,CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,M7,Z,15.6,10.6,312
4569,CHEVROLET,CRUZE,COMPACT,1.4,4,AS6,X,8,5.9,166
4570,CHEVROLET,CRUZE,COMPACT,1.4,4,M6,X,8.6,5.8,172
4571,CHEVROLET,CRUZE PREMIER,COMPACT,1.4,4,AS6,X,8.1,6,169
4572,CHEVROLET,CRUZE DIESEL,COMPACT,1.6,4,A9,D,7.7,5,175
4573,CHEVROLET,CRUZE DIESEL,COMPACT,1.6,4,M6,D,7.8,4.6,170
4574,CHEVROLET,CRUZE HATCHBACK,MID-SIZE,1.4,4,AS6,X,8.1,6.2,172
4575,CHEVROLET,CRUZE HATCHBACK,MID-SIZE,1.4,4,M6,X,8.6,6.2,175
4576,CHEVROLET,CRUZE HATCHBACK PREMIER,MID-SIZE,1.4,4,AS6,X,8.4,6.4,176
4577,CHEVROLET,CRUZE HATCHBACK DIESEL,MID-SIZE,1.6,4,A9,D,7.8,5.2,178
4578,CHEVROLET,CRUZE HATCHBACK DIESEL,MID-SIZE,1.6,4,M6,D,8.1,4.9,180
4579,CHEVROLET,EQUINOX,SUV - SMALL,1.5,4,A6,X,9.2,7.3,195
4580,CHEVROLET,EQUINOX,SUV - SMALL,1.6,4,A6,D,8.5,6,198
4581,CHEVROLET,EQUINOX AWD,SUV - SMALL,1.5,4,A6,X,9.8,7.9,209
4582,CHEVROLET,EQUINOX AWD,SUV - SMALL,1.6,4,A6,D,8.5,6.1,198
4583,CHEVROLET,EQUINOX AWD,SUV - SMALL,2,4,A9,Z,10.9,8.3,228
4584,CHEVROLET,IMPALA,FULL-SIZE,2.5,4,AS6,X,10.9,7.9,224
4585,CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6,AS6,X,12.7,8.5,254
4586,CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6,AS6,E,17.2,11.6,245
4587,CHEVROLET,MALIBU,MID-SIZE,1.5,4,A6,X,8.8,6.5,181
4588,CHEVROLET,MALIBU,MID-SIZE,2,4,A9,Z,10.5,7.4,213
4589,CHEVROLET,MALIBU HYBRID,MID-SIZE,1.8,4,AV,X,4.8,5.5,121
4590,CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,13.4,10,278
4591,CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,19.3,14.4,284
4592,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,298
4593,CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,298
4594,CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.7,13.9,283
4595,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.9,10.9,307
4596,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,15.9,11.2,324
4597,CHEVROLET,SILVERADO eASSIST,PICKUP TRUCK - STANDARD,5.3,8,A8,X,13.4,10,278
4598,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.1,10.6,294
4599,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,20.2,15.2,296
4600,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15,10.7,307
4601,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15,10.7,307
4602,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,21,15,309
4603,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.6,11.6,324
4604,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16,11.7,331
4605,CHEVROLET,SILVERADO eASSIST 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.4,11.2,304
4606,CHEVROLET,SONIC,COMPACT,1.4,4,AS6,X,8.8,6.6,184
4607,CHEVROLET,SONIC,COMPACT,1.4,4,M6,X,8.4,6.3,174
4608,CHEVROLET,SONIC,COMPACT,1.8,4,AS6,X,9.3,7,193
4609,CHEVROLET,SONIC,COMPACT,1.8,4,M5,X,9.2,6.8,190
4610,CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.4,4,AS6,X,8.8,6.6,184
4611,CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.4,4,M6,X,8.4,6.3,174
4612,CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.8,4,AS6,X,9.3,7,193
4613,CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.8,4,M5,X,9.2,6.8,190
4614,CHEVROLET,SPARK,SUBCOMPACT,1.4,4,AV,X,7.8,6.2,167
4615,CHEVROLET,SPARK,SUBCOMPACT,1.4,4,M5,X,8,6,166
4616,CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,305
4617,CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,305
4618,CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,A6,E,19.8,13.9,285
4619,CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,X,15.3,10.9,313
4620,CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.3,10.9,312
4621,CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.3,15.7,321
4622,CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,305
4623,CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,305
4624,CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,A6,E,19.8,13.9,285
4625,CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,310
4626,CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,310
4627,CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8,A6,E,20.8,14.5,299
4628,CHEVROLET,TAHOE 4WD,SUV - STANDARD,6.2,8,A10,Z,16.4,10.7,325
4629,CHEVROLET,TRAVERSE,SUV - STANDARD,2,4,A9,Z,11.7,9,246
4630,CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6,AS9,X,12.9,8.7,258
4631,CHEVROLET,TRAVERSE AWD,SUV - STANDARD,3.6,6,AS9,X,13.7,9.4,276
4632,CHEVROLET,TRAX,SUV - SMALL,1.4,4,AS6,X,9.3,7.2,194
4633,CHEVROLET,TRAX,SUV - SMALL,1.4,4,M6,X,9.2,7.1,194
4634,CHEVROLET,TRAX 4WD,SUV - SMALL,1.4,4,AS6,X,9.9,7.8,210
4635,CHRYSLER,300,FULL-SIZE,3.6,6,A8,X,12.4,7.8,242
4636,CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,X,12.4,7.8,242
4637,CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,E,17.1,10.6,234
4638,CHRYSLER,300,FULL-SIZE,5.7,8,A8,X,14.7,9.4,289
4639,CHRYSLER,300 AWD,FULL-SIZE,3.6,6,A8,X,12.8,8.7,258
